marital_status,age,gender,Race,Income,education_level
Not_Married,22,Female,White,10000,Some_College
Married,56,Male,Other,17000,Below_High_School
Married,47,Male,White,240000,Bachelor
Married,54,Male,White,8100,Bachelor
Married,52,Female,Asian,0,Bachelor
Married,62,Male,White,45300,High_School
Married,37,Female,White,16000,High_School
Not_Married,37,Female,White,80000,Above_Bachelor
Not_Married,21,Female,White,7000,High_School
Not_Married,33,Male,Other,12400,High_School
Not_Married,33,Male,White,45000,Bachelor
Married,75,Female,White,59500,Above_Bachelor
Not_Married,29,Male,White,26700,Some_College
Not_Married,19,Female,White,7000,Some_College
Not_Married,21,Female,Black,440,High_School
Married,59,Female,White,0,Above_Bachelor
Not_Married,19,Female,Black,25000,High_School
Married,51,Female,White,0,Bachelor
Not_Married,22,Male,Black,1900,High_School
Not_Married,55,Female,Asian,319000,Above_Bachelor
Not_Married,24,Male,White,46200,Some_College
Not_Married,50,Male,Black,2400,Some_College
Not_Married,52,Female,White,40000,Bachelor
Married,60,Male,White,209000,Above_Bachelor
Married,29,Male,White,50000,Some_College
Not_Married,30,Male,Asian,70000,Above_Bachelor
Married,67,Female,White,17000,Bachelor
Not_Married,29,Female,White,30000,Bachelor
Not_Married,18,Female,White,600,High_School
Married,58,Female,White,120400,Bachelor
Not_Married,51,Female,Asian,2400,Some_College
Married,44,Female,Black,6700,High_School
Married,42,Male,White,127000,Bachelor
Married,49,Female,White,5000,Some_College
Married,73,Male,White,40100,High_School
Married,66,Female,Other,4800,Below_High_School
Not_Married,24,Female,Black,25000,High_School
Married,67,Female,Other,75000,Some_College
Married,63,Male,White,26000,High_School
Married,42,Female,White,73000,High_School
Married,55,Male,Asian,50000,Above_Bachelor
Not_Married,23,Female,White,53000,Bachelor
Married,33,Female,Asian,0,Above_Bachelor
Not_Married,49,Female,White,80000,High_School
Married,61,Female,White,13100,High_School
Married,37,Female,Asian,90000,Bachelor
Not_Married,31,Female,White,45000,Bachelor
Married,63,Female,White,80000,Bachelor
Married,41,Male,White,354000,Above_Bachelor
Not_Married,19,Female,White,3400,High_School
Married,53,Female,Other,15400,High_School
Married,48,Male,White,26000,Some_College
Not_Married,21,Male,White,40000,High_School
Married,59,Male,White,200000,Bachelor
Married,67,Male,White,23200,High_School
Married,44,Female,White,29300,Some_College
Married,65,Female,White,35000,High_School
Married,40,Male,Black,0,Some_College
Married,63,Female,White,16500,High_School
Married,70,Female,White,14400,High_School
Married,57,Male,Other,80000,High_School
Married,47,Male,Other,95000,High_School
Not_Married,18,Male,Black,0,High_School
Married,57,Female,White,42000,Above_Bachelor
Married,39,Male,White,167000,Bachelor
Married,55,Male,Black,38000,High_School
Married,61,Male,Asian,25000,Some_College
Not_Married,22,Female,White,400,High_School
Married,61,Female,White,2300,Some_College
Not_Married,22,Male,White,26000,Bachelor
Married,64,Male,White,74400,High_School
Married,87,Male,White,188200,Above_Bachelor
Married,49,Female,Other,65000,Above_Bachelor
Married,54,Male,Other,18000,Bachelor
Married,31,Male,Other,24000,High_School
Married,67,Female,White,13200,Above_Bachelor
Not_Married,22,Female,White,18000,High_School
Not_Married,30,Female,White,32000,Above_Bachelor
Married,94,Female,Other,25200,Below_High_School
Married,79,Male,White,42400,High_School
Married,67,Female,Other,61000,High_School
Married,33,Male,White,155000,Bachelor
Married,46,Female,White,36000,High_School
Married,80,Male,Asian,30600,Above_Bachelor
Married,69,Female,White,38200,Above_Bachelor
Not_Married,61,Male,Other,8000,High_School
Not_Married,65,Male,White,50000,High_School
Married,57,Male,White,30000,High_School
Not_Married,24,Male,White,0,High_School
Married,41,Female,Other,12800,Some_College
Married,20,Female,White,25000,High_School
Married,31,Male,Other,8000,High_School
Married,74,Male,White,71200,High_School
Married,63,Female,Other,50000,Below_High_School
Married,61,Female,White,65000,Bachelor
Married,54,Female,White,25000,Some_College
Married,74,Female,White,20000,Above_Bachelor
Not_Married,42,Female,White,26800,High_School
Not_Married,31,Female,Other,0,High_School
Not_Married,20,Female,White,30000,High_School
Married,62,Male,Other,45200,Some_College
Married,73,Male,White,12900,High_School
Married,57,Female,White,15000,Above_Bachelor
Married,50,Male,White,109000,Above_Bachelor
Not_Married,25,Male,White,65000,Bachelor
Married,58,Female,Black,0,High_School
Not_Married,26,Male,White,70000,Bachelor
Married,51,Male,White,210000,Bachelor
Married,95,Female,Asian,12000,Below_High_School
Not_Married,20,Male,White,35000,High_School
Married,76,Male,White,18000,High_School
Married,54,Female,White,49000,Bachelor
Married,51,Female,White,98000,Above_Bachelor
Married,66,Male,Black,9000,Below_High_School
Married,89,Female,White,24900,High_School
Married,59,Male,Other,50000,Below_High_School
Married,57,Male,Other,4800,High_School
Married,79,Female,White,10900,Some_College
Not_Married,63,Male,White,22000,Bachelor
Not_Married,49,Male,Other,500,Some_College
Married,42,Female,White,72000,High_School
Married,67,Female,White,43000,High_School
Married,38,Female,White,0,High_School
Married,49,Male,White,574000,Above_Bachelor
Married,89,Female,White,8400,High_School
Married,47,Female,White,0,High_School
Married,70,Female,White,175900,Above_Bachelor
Married,64,Female,White,10000,Bachelor
Married,43,Female,Other,15000,Below_High_School
Married,33,Male,White,35000,Bachelor
Married,29,Male,White,50000,Bachelor
Married,50,Male,White,201500,Above_Bachelor
Married,70,Male,White,73000,Bachelor
Not_Married,21,Male,Asian,5910,Some_College
Not_Married,34,Female,White,10000,High_School
Married,37,Male,White,39000,Some_College
Married,39,Female,White,30000,Bachelor
Not_Married,41,Female,White,646000,Bachelor
Married,65,Female,White,24500,Some_College
Married,66,Female,White,11400,High_School
Married,74,Female,White,99500,Bachelor
Not_Married,63,Female,White,24480,Some_College
Not_Married,27,Female,White,57050,Bachelor
Married,55,Male,Other,61000,Below_High_School
Married,67,Female,Other,52900,Bachelor
Married,60,Male,White,35600,Bachelor
Married,68,Female,White,25000,Some_College
Married,50,Female,Other,0,Some_College
Married,68,Male,Black,69900,Bachelor
Married,36,Female,White,0,Below_High_School
Married,25,Male,Other,120000,High_School
Married,31,Male,White,90000,Above_Bachelor
Married,58,Male,Other,33000,Bachelor
Not_Married,64,Male,White,170000,Bachelor
Married,67,Male,White,6300,High_School
Not_Married,19,Male,White,4500,High_School
Married,65,Male,White,105000,Bachelor
Not_Married,58,Male,White,80000,Some_College
Married,61,Female,White,17600,Bachelor
Married,70,Female,White,15000,Some_College
Married,32,Female,White,24300,High_School
Married,72,Male,White,20100,Above_Bachelor
Married,39,Male,White,40000,Some_College
Married,47,Female,Black,200000,Some_College
Married,35,Male,Asian,300000,Bachelor
Married,95,Female,White,28400,High_School
Married,85,Female,White,13000,Bachelor
Not_Married,26,Male,Other,2200,Some_College
Married,52,Female,White,30000,High_School
Married,36,Female,Other,14800,High_School
Married,56,Male,White,30000,Bachelor
Not_Married,23,Male,White,38000,High_School
Married,41,Male,Other,29000,Bachelor
Married,68,Male,White,36000,Some_College
Married,54,Female,White,35000,Bachelor
Married,50,Male,White,140000,Bachelor
Not_Married,74,Male,White,32100,High_School
Married,60,Male,White,85000,Some_College
Married,65,Female,Other,30000,Some_College
Married,64,Female,White,11310,High_School
Not_Married,37,Male,White,75000,Above_Bachelor
Married,49,Female,Other,11000,Some_College
Not_Married,27,Female,White,27700,Some_College
Married,87,Male,White,11600,Bachelor
Not_Married,18,Male,Other,0,High_School
Not_Married,36,Male,Asian,0,Bachelor
Married,75,Male,White,51600,High_School
Not_Married,27,Male,White,38300,High_School
Married,35,Female,Other,68000,Some_College
Married,75,Female,White,32000,High_School
Married,49,Male,White,88000,Above_Bachelor
Married,34,Male,White,80000,Some_College
Married,30,Female,Other,5000,Above_Bachelor
Married,40,Female,Black,48000,Some_College
Married,86,Male,White,73600,Above_Bachelor
Married,46,Female,Other,63000,Bachelor
Married,88,Male,White,207200,High_School
Married,67,Female,White,55700,High_School
Married,60,Male,Asian,125000,Some_College
Not_Married,75,Female,White,58300,Above_Bachelor
Married,51,Male,White,90000,Bachelor
Not_Married,26,Female,White,30000,High_School
Not_Married,29,Male,White,0,High_School
Not_Married,26,Male,Black,20000,Some_College
Not_Married,20,Male,White,8800,Some_College
Not_Married,17,Female,White,40,High_School
Not_Married,25,Female,Other,10000,Some_College
Married,76,Female,White,48000,Some_College
Married,73,Male,Other,33400,Some_College
Married,34,Female,White,0,Bachelor
Married,61,Female,Other,40000,Some_College
Not_Married,22,Female,Other,12000,High_School
Married,50,Male,Asian,4000,High_School
Married,82,Female,White,70000,Bachelor
Married,67,Male,White,62000,High_School
Not_Married,18,Female,White,0,Below_High_School
Married,50,Female,Asian,40000,High_School
Married,49,Male,White,25000,High_School
Married,65,Male,White,36500,High_School
Married,60,Female,Black,115000,High_School
Married,81,Male,White,36500,High_School
Married,64,Male,White,21600,High_School
Married,37,Female,Black,21900,High_School
Married,48,Female,Other,48700,Some_College
Married,41,Female,Other,8300,Bachelor
Not_Married,18,Male,White,0,High_School
Married,73,Male,White,45200,Some_College
Married,44,Male,Other,125000,High_School
Married,72,Female,Other,30000,Below_High_School
Not_Married,33,Male,White,55000,High_School
Not_Married,40,Male,White,0,High_School
Not_Married,25,Male,Other,50000,High_School
Not_Married,33,Male,White,70000,Bachelor
Not_Married,33,Male,Other,65000,High_School
Not_Married,22,Male,White,650,High_School
Married,66,Female,White,22000,High_School
Married,61,Male,White,387500,Bachelor
Married,39,Male,White,2400,Some_College
Married,68,Female,White,7000,High_School
Not_Married,28,Female,White,50000,Above_Bachelor
Married,49,Male,Asian,115000,Bachelor
Married,48,Male,White,150000,Bachelor
Not_Married,21,Male,White,4000,High_School
Married,67,Female,Black,19000,High_School
Married,62,Male,White,274000,High_School
Married,63,Female,White,9800,Bachelor
Not_Married,27,Male,Other,69000,Above_Bachelor
Married,51,Female,Other,100900,Some_College
Married,64,Male,White,76000,Above_Bachelor
Married,36,Male,White,39000,High_School
Not_Married,23,Male,White,19000,High_School
Married,61,Female,Black,13200,High_School
Married,68,Male,White,24000,Bachelor
Not_Married,63,Male,White,19310,High_School
Not_Married,24,Male,White,50000,Some_College
Married,94,Female,Asian,21600,High_School
Married,63,Female,White,0,Some_College
Married,72,Male,Asian,15800,Some_College
Married,80,Male,White,131400,Some_College
Married,47,Male,White,74000,Some_College
Married,53,Female,White,12000,Some_College
Married,39,Male,White,62000,Some_College
Married,31,Female,Other,20000,Some_College
Married,60,Female,White,30000,High_School
Married,68,Female,Black,65000,Some_College
Married,42,Female,White,20000,Some_College
Married,80,Male,White,33700,High_School
Not_Married,58,Male,Black,2300,Below_High_School
Not_Married,54,Female,Black,12230,Bachelor
Not_Married,17,Male,Black,2500,Below_High_School
Married,61,Female,Black,95000,High_School
Married,69,Male,White,25000,High_School
Married,89,Male,White,37000,High_School
Married,64,Male,White,90000,Bachelor
Married,55,Male,White,390000,Above_Bachelor
Married,52,Female,White,673000,Above_Bachelor
Married,49,Male,Black,196600,Above_Bachelor
Married,29,Female,Other,68000,Above_Bachelor
Not_Married,32,Female,White,200,Below_High_School
Married,63,Male,White,21000,High_School
Not_Married,42,Male,White,9600,High_School
Married,68,Female,White,0,High_School
Married,56,Male,Other,22400,High_School
Married,70,Female,White,15000,High_School
Married,56,Male,White,0,High_School
Married,52,Male,White,7000,Some_College
Not_Married,22,Female,Other,38000,High_School
Not_Married,37,Female,White,20400,High_School
Married,46,Male,Other,60000,High_School
Married,80,Female,White,16000,Bachelor
Not_Married,52,Male,White,16000,Some_College
Married,63,Female,White,27000,High_School
Not_Married,35,Male,Other,0,High_School
Not_Married,23,Male,White,5000,Some_College
Married,32,Female,White,79000,Bachelor
Married,24,Female,White,25000,Some_College
Not_Married,22,Male,White,24700,High_School
Married,70,Male,White,72100,Bachelor
Married,37,Female,Other,1100,Bachelor
Married,50,Female,White,24000,High_School
Married,73,Male,White,71500,Bachelor
Married,70,Male,White,30100,Bachelor
Not_Married,26,Female,White,42800,High_School
Married,54,Male,Black,20680,Some_College
Married,34,Female,White,3200,Below_High_School
Not_Married,31,Male,Other,0,Some_College
Married,62,Female,Black,69000,Some_College
Married,44,Female,White,52000,High_School
Married,76,Male,White,46100,Some_College
Married,64,Female,White,29800,High_School
Not_Married,29,Male,White,43000,High_School
Married,37,Female,Black,49200,Above_Bachelor
Not_Married,59,Male,Other,0,High_School
Married,83,Female,Black,44500,Bachelor
Married,81,Female,White,15000,Above_Bachelor
Married,54,Male,White,60000,High_School
Married,73,Female,White,14300,Some_College
Married,54,Male,White,109000,High_School
Married,31,Female,White,0,Below_High_School
Married,82,Male,White,68470,Some_College
Married,67,Male,White,70000,Bachelor
Not_Married,21,Male,White,35500,High_School
Married,44,Female,White,105200,Some_College
Married,35,Female,Other,65000,Above_Bachelor
Married,63,Male,White,94000,Bachelor
Married,38,Female,Asian,400,High_School
Married,60,Female,White,88000,Bachelor
Married,42,Female,White,2000,Some_College
Married,66,Male,White,32800,Bachelor
Married,72,Female,Black,0,Above_Bachelor
Not_Married,24,Male,White,27020,High_School
Not_Married,18,Female,White,0,High_School
Married,43,Male,White,118000,Bachelor
Married,61,Female,White,18000,High_School
Not_Married,21,Female,Other,18000,High_School
Not_Married,31,Female,White,65000,Bachelor
Married,77,Female,White,17000,High_School
Married,50,Female,White,140000,Bachelor
Married,39,Male,White,210000,Bachelor
Married,67,Male,White,17600,Some_College
Not_Married,28,Male,White,89000,Bachelor
Married,79,Female,White,361900,High_School
Married,59,Female,Other,45000,High_School
Married,49,Female,White,0,Bachelor
Married,45,Female,Black,50000,Some_College
Married,53,Male,White,106000,Some_College
Married,54,Male,White,54000,High_School
Married,65,Male,White,230000,Above_Bachelor
Not_Married,19,Female,Asian,5000,High_School
Not_Married,22,Female,White,36000,Bachelor
Married,77,Female,Asian,50000,Bachelor
Married,72,Female,Other,5000,Some_College
Married,68,Male,White,70000,High_School
Married,71,Female,Black,0,High_School
Married,70,Female,Black,57200,Above_Bachelor
Not_Married,19,Female,White,3000,High_School
Married,67,Female,White,39000,Some_College
Married,73,Female,White,17000,Some_College
Married,29,Male,White,6800,Some_College
Married,42,Female,White,36000,Some_College
Married,53,Female,White,85000,Bachelor
Married,57,Male,Other,160000,Bachelor
Married,90,Male,White,70000,Above_Bachelor
Married,39,Male,White,28000,Some_College
Married,61,Female,White,5000,Some_College
Not_Married,35,Male,White,63000,High_School
Not_Married,34,Male,Black,18000,High_School
Married,52,Male,White,0,High_School
Married,33,Female,White,8000,Above_Bachelor
Not_Married,17,Female,White,0,High_School
Married,66,Male,White,193000,Above_Bachelor
Married,70,Female,White,11840,Bachelor
Not_Married,36,Male,White,11000,Some_College
Married,32,Male,White,42000,Below_High_School
Not_Married,35,Male,Other,120000,Bachelor
Married,61,Male,White,259900,Above_Bachelor
Not_Married,19,Male,White,3000,Some_College
Married,73,Male,Other,179000,Above_Bachelor
Married,83,Male,White,153000,Above_Bachelor
Not_Married,44,Male,Black,60000,High_School
Not_Married,28,Female,White,0,Bachelor
Married,47,Female,White,60000,Above_Bachelor
Married,59,Male,White,48000,Above_Bachelor
Married,62,Male,White,131600,High_School
Not_Married,29,Male,White,64000,Bachelor
Married,59,Female,White,0,Some_College
Not_Married,28,Female,Asian,63000,Bachelor
Married,65,Female,White,93000,High_School
Married,74,Male,White,117010,Above_Bachelor
Married,42,Male,White,57000,Bachelor
Married,46,Female,Other,38760,Bachelor
Married,32,Female,White,20000,High_School
Married,31,Female,Asian,100000,Bachelor
Not_Married,44,Male,White,100000,Bachelor
Married,69,Female,White,70000,High_School
Married,51,Male,White,5500,High_School
Married,43,Male,White,33600,High_School
Married,38,Female,Asian,54000,Above_Bachelor
Not_Married,21,Male,White,30000,High_School
Not_Married,40,Male,White,41000,Some_College
Married,74,Female,Other,21400,Below_High_School
Married,74,Female,White,6800,Some_College
Married,72,Female,White,104900,Some_College
Married,37,Male,White,0,Some_College
Not_Married,74,Male,White,24480,Bachelor
Married,82,Male,Other,21500,High_School
Not_Married,30,Female,White,19000,High_School
Not_Married,24,Female,Black,5100,Some_College
Not_Married,25,Female,White,30040,Some_College
Not_Married,29,Female,White,20000,High_School
Married,84,Male,White,50400,Above_Bachelor
Married,78,Male,White,60600,High_School
Married,63,Male,White,25000,High_School
Not_Married,19,Male,White,1200,High_School
Married,62,Male,Asian,100,High_School
Married,38,Female,White,66000,Bachelor
Not_Married,38,Male,Black,32200,High_School
Married,52,Female,White,149000,Bachelor
Married,67,Male,White,18220,Bachelor
Married,65,Male,White,15000,High_School
Married,59,Female,White,137000,Above_Bachelor
Not_Married,18,Female,White,12000,Below_High_School
Not_Married,42,Male,Black,35000,Below_High_School
Married,36,Female,White,0,Some_College
Not_Married,73,Male,White,55100,Some_College
Married,69,Male,White,171600,High_School
Not_Married,33,Female,Black,30000,Some_College
Married,49,Male,White,0,High_School
Not_Married,18,Male,Other,250000,High_School
Married,45,Male,Other,42000,Bachelor
Not_Married,55,Female,White,26020,High_School
Married,61,Female,White,1500,High_School
Not_Married,60,Female,Other,5400,Below_High_School
Married,63,Male,White,59000,High_School
Married,68,Male,White,79400,High_School
Married,60,Male,Black,0,High_School
Married,56,Male,White,128000,Bachelor
Married,48,Female,White,0,Bachelor
Married,34,Female,White,50000,Bachelor
Not_Married,28,Male,Asian,130000,High_School
Married,74,Male,Other,17530,Above_Bachelor
Married,81,Female,White,3100,High_School
Married,49,Male,White,0,Bachelor
Not_Married,20,Female,White,8000,Some_College
Married,85,Male,White,80000,Above_Bachelor
Married,71,Male,White,8600,Some_College
Married,73,Female,White,79000,High_School
Married,69,Female,White,0,Bachelor
Married,57,Male,Black,67000,High_School
Married,65,Male,White,29400,High_School
Married,28,Female,Other,10100,High_School
Married,30,Male,White,70000,Some_College
Married,40,Male,Asian,96000,Bachelor
Married,48,Female,White,55000,Some_College
Married,46,Male,Other,20000,Bachelor
Not_Married,21,Female,Asian,20000,Some_College
Not_Married,19,Female,Other,4200,Some_College
Married,82,Female,White,215600,High_School
Married,66,Male,White,28800,Below_High_School
Married,73,Female,Black,16300,Bachelor
Not_Married,70,Female,White,0,High_School
Married,73,Male,White,188300,Bachelor
Married,28,Female,White,68000,Some_College
Married,64,Male,Other,75000,Bachelor
Married,66,Female,White,6000,Bachelor
Married,75,Male,White,46900,High_School
Married,53,Male,Black,51000,High_School
Not_Married,34,Male,White,0,Some_College
Married,73,Female,White,24400,Some_College
Married,73,Female,White,52700,Above_Bachelor
Not_Married,42,Male,White,0,High_School
Married,82,Female,White,18700,High_School
Not_Married,18,Female,White,5000,High_School
Married,61,Male,Black,18000,High_School
Married,81,Male,White,0,High_School
Married,48,Female,White,74000,High_School
Married,60,Female,Black,34000,Some_College
Married,87,Female,White,15090,High_School
Not_Married,30,Female,Other,28800,Some_College
Married,48,Female,White,1000,Some_College
Married,61,Male,Black,48000,Some_College
Married,59,Female,White,130010,Above_Bachelor
Married,68,Female,Black,27900,High_School
Married,36,Female,White,57500,Some_College
Not_Married,24,Female,Other,31200,High_School
Married,60,Male,White,81100,Above_Bachelor
Married,70,Male,Other,58900,High_School
Married,63,Male,Black,0,High_School
Married,36,Female,White,45000,Some_College
Married,52,Male,White,77500,High_School
Not_Married,41,Male,White,52700,Bachelor
Married,45,Male,White,70000,Some_College
Married,67,Male,White,5800,High_School
Married,71,Female,White,102000,Bachelor
Married,51,Female,Other,9600,High_School
Married,68,Male,White,63600,Bachelor
Married,40,Female,Other,265000,Above_Bachelor
Married,35,Male,White,44000,High_School
Married,42,Female,White,0,Above_Bachelor
Married,64,Female,White,29800,High_School
Married,40,Male,White,78000,Bachelor
Not_Married,39,Male,Other,0,Below_High_School
Married,63,Male,Asian,39520,Bachelor
Married,34,Male,White,85000,Bachelor
Married,64,Female,Black,16000,Some_College
Married,54,Female,Other,42000,Bachelor
Married,29,Female,White,24600,High_School
Married,42,Female,Other,0,Some_College
Not_Married,40,Female,Black,11000,High_School
Not_Married,30,Female,Other,30000,High_School
Married,56,Male,White,106000,Bachelor
Married,35,Female,White,0,Some_College
Married,42,Male,Other,95000,High_School
Married,31,Female,White,50000,High_School
Married,28,Female,White,36700,Bachelor
Married,30,Female,White,16000,High_School
Married,75,Male,Asian,8000,High_School
Not_Married,17,Female,White,0,Below_High_School
Not_Married,81,Female,White,10100,Bachelor
Married,87,Male,White,6600,Below_High_School
Married,71,Male,Black,90000,Above_Bachelor
Married,40,Female,White,62000,Some_College
Married,56,Male,Asian,13600,Bachelor
Not_Married,62,Female,Asian,41000,Above_Bachelor
Married,38,Male,Other,34500,Bachelor
Married,71,Male,White,31000,Some_College
Married,76,Male,Black,65400,High_School
Married,48,Male,Other,36400,Below_High_School
Not_Married,39,Male,White,17600,High_School
Married,69,Female,White,74500,Some_College
Married,63,Female,Asian,120000,Above_Bachelor
Married,69,Female,Asian,43900,Bachelor
Married,84,Male,White,2900,Bachelor
Married,54,Male,White,29500,Some_College
Not_Married,17,Female,Other,0,Below_High_School
Married,60,Male,Black,20700,Above_Bachelor
Married,60,Female,White,150000,Bachelor
Married,56,Female,White,0,Some_College
Married,73,Female,White,21120,High_School
Married,68,Female,White,18400,Bachelor
Married,65,Female,White,46900,High_School
Married,31,Female,White,62000,Above_Bachelor
Not_Married,45,Male,White,0,High_School
Married,84,Female,White,12500,High_School
Not_Married,46,Female,White,19000,High_School
Not_Married,40,Female,Black,7800,High_School
Married,47,Female,White,40010,Some_College
Married,43,Female,Black,10000,High_School
Not_Married,25,Male,White,58000,Some_College
Not_Married,20,Female,Asian,0,High_School
Married,67,Female,White,30900,Some_College
Married,58,Male,Other,20000,High_School
Married,85,Male,White,28200,High_School
Not_Married,21,Female,White,10000,Bachelor
Married,47,Male,White,120000,High_School
Married,76,Male,White,89700,High_School
Married,63,Female,White,89000,High_School
Married,68,Male,White,5000,High_School
Married,70,Female,White,25000,High_School
Married,71,Female,White,14900,Some_College
Married,80,Female,White,12000,High_School
Married,77,Female,White,25000,Some_College
Married,65,Female,White,0,High_School
Married,36,Male,White,0,High_School
Married,45,Male,White,90000,Below_High_School
Married,84,Male,White,112400,Above_Bachelor
Not_Married,36,Male,White,26000,Below_High_School
Married,77,Male,White,126800,Bachelor
Married,86,Male,White,39700,Some_College
Married,48,Female,Other,17700,Below_High_School
Married,55,Male,Other,700,Below_High_School
Married,46,Male,White,75000,Bachelor
Married,81,Male,White,7400,High_School
Married,63,Male,White,12150,Below_High_School
Married,77,Male,White,233600,Above_Bachelor
Married,42,Female,Other,201000,Bachelor
Not_Married,26,Male,Black,16000,High_School
Married,70,Female,White,9800,High_School
Married,42,Male,White,130000,Some_College
Not_Married,28,Male,Black,480,High_School
Married,40,Male,White,120900,Bachelor
Married,79,Female,White,21600,High_School
Married,48,Female,Black,44000,Some_College
Married,62,Female,White,44000,High_School
Married,66,Female,White,19400,High_School
Not_Married,66,Male,Other,31200,Some_College
Married,34,Female,White,130000,Above_Bachelor
Married,79,Female,White,50000,Above_Bachelor
Married,50,Male,White,628000,Above_Bachelor
Not_Married,62,Male,White,5600,High_School
Not_Married,20,Female,White,30000,Below_High_School
Not_Married,22,Female,Other,700,Some_College
Married,65,Female,Black,42000,Some_College
Married,60,Male,Black,84740,High_School
Married,72,Female,White,39000,Bachelor
Married,35,Female,Other,30000,Some_College
Married,86,Female,White,9900,High_School
Married,44,Female,White,24000,Some_College
Married,42,Male,White,50000,High_School
Married,68,Female,Black,0,High_School
Married,56,Female,White,60000,High_School
Married,39,Female,White,50000,Some_College
Married,64,Female,White,35500,High_School
Married,77,Male,White,4500,Some_College
Married,48,Male,White,12000,Below_High_School
Not_Married,33,Male,Other,32000,Some_College
Not_Married,28,Male,White,65000,Bachelor
